offset_hex	va	encoding	value
0xDC194	0x1800DD794	ascii	Doctor
0xDC1A8	0x1800DD7A8	ascii	Electricity
0xDC1C0	0x1800DD7C0	ascii	MetalWelding
0xDC1E8	0x1800DD7E8	ascii	Mechanics
0xDC200	0x1800DD800	ascii	Tailoring
0xDC218	0x1800DD818	ascii	Blacksmith
0xDC230	0x1800DD830	ascii	FlintKnapping
0xDC258	0x1800DD858	ascii	Masonry
0xDC270	0x1800DD870	ascii	Pottery
0xDC288	0x1800DD888	ascii	Carving
0xDC2A0	0x1800DD8A0	ascii	Glassmaking
0xDC2C8	0x1800DD8C8	ascii	Butchering
0xDC2E8	0x1800DD8E8	ascii	Husbandry
0xDC300	0x1800DD900	ascii	Fishing
0xDC318	0x1800DD918	ascii	Trapping
0xDC330	0x1800DD930	ascii	PlantScavenging
0xDC350	0x1800DD950	ascii	Tracking
0xDC380	0x1800DD980	ascii	zombie/characters/IsoGameCharacter$XP
0xDC3A8	0x1800DD9A8	ascii	zombie/characters/skills/PerkFactory$Perks
0xDC3D8	0x1800DD9D8	ascii	zombie/characters/skills/PerkFactory$Perk
0xDC408	0x1800DDA08	ascii	zombie/radio/ZomboidRadio
0xDC428	0x1800DDA28	ascii	zombie/radio/devices/WaveSignalDevice
0xDC450	0x1800DDA50	ascii	zombie/radio/devices/DeviceData
0xDC470	0x1800DDA70	ascii	zombie/Lua/LuaManager
0xDC488	0x1800DDA88	ascii	se/krka/kahlua/vm/KahluaTable
0xDC4A8	0x1800DDAA8	ascii	se/krka/kahlua/integration/LuaCaller
0xDC4D0	0x1800DDAD0	ascii	se/krka/kahlua/integration/LuaReturn
0xDC4F8	0x1800DDAF8	ascii	java/lang/Object
0xDC510	0x1800DDB10	ascii	java/lang/Number
0xDC528	0x1800DDB28	ascii	()Lzombie/iso/IsoGridSquare;
0xDC548	0x1800DDB48	ascii	getCurrentSquare
0xDC560	0x1800DDB60	ascii	()Lzombie/characters/IsoGameCharacter$XP;
0xDC58C	0x1800DDB8C	ascii	getXp
0xDC598	0x1800DDB98	ascii	(Lzombie/characters/skills/PerkFactory$Perk;)I
0xDC5C8	0x1800DDBC8	ascii	getPerkLevel
0xDC5D8	0x1800DDBD8	ascii	(Lzombie/characters/skills/PerkFactory$Perk;)F
0xDC608	0x1800DDC08	ascii	getXP
0xDC610	0x1800DDC10	ascii	getMultiplier
0xDC620	0x1800DDC20	ascii	(Lzombie/characters/skills/PerkFactory$Perk;F)V
0xDC650	0x1800DDC50	ascii	AddXP
0xDC658	0x1800DDC58	ascii	getTotalXpForLevel
0xDC670	0x1800DDC70	ascii	()Lzombie/radio/ZomboidRadio;
0xDC690	0x1800DDC90	ascii	getDevices
0xDC6A0	0x1800DDCA0	ascii	()Lzombie/radio/devices/DeviceData;
0xDC6C8	0x1800DDCC8	ascii	getDeviceData
0xDC6D8	0x1800DDCD8	ascii	getIsTurnedOn
0xDC6E8	0x1800DDCE8	ascii	getChannel
0xDC6F8	0x1800DDCF8	ascii	getIsTelevision
0xDC708	0x1800DDD08	ascii	getDeviceVolume
0xDC718	0x1800DDD18	ascii	isPlayingMedia
0xDC728	0x1800DDD28	ascii	isNoTransmit
0xDC740	0x1800DDD40	ascii	(IIILjava/lang/String;Ljava/lang/String;Ljava/lang/String;FFFIZ)V
0xDC788	0x1800DDD88	ascii	sendIsoWaveSignal
0xDC7A0	0x1800DDDA0	ascii	(Ljava/lang/String;)Ljava/lang/Object;
0xDC7C8	0x1800DDDC8	ascii	getTableObject
0xDC7D8	0x1800DDDD8	ascii	getFunctionObject
0xDC7F0	0x1800DDDF0	ascii	(Ljava/lang/Object;)Ljava/lang/Object;
0xDC818	0x1800DDE18	ascii	rawget
0xDC820	0x1800DDE20	ascii	Lse/krka/kahlua/integration/LuaCaller;
0xDC848	0x1800DDE48	ascii	caller
0xDC850	0x1800DDE50	ascii	Lse/krka/kahlua/vm/KahluaThread;
0xDC874	0x1800DDE74	ascii	thread
0xDC880	0x1800DDE80	ascii	isSuccess
0xDC890	0x1800DDE90	ascii	getFirst
0xDC8A0	0x1800DDEA0	ascii	intValue
0xDC8D8	0x1800DDED8	ascii	Lzombie/characters/skills/PerkFactory$Perk;
0xDC948	0x1800DDF48	ascii	SandboxVars
0xDC958	0x1800DDF58	ascii	LevelForMediaXPCutoff
0xDCA48	0x1800DE048	ascii	%s+%.3f
0xDCA66	0x1800DE066	ascii	 JVM
0xDCD50	0x1800DE350	ascii	zombie/inventory/types/HandWeapon
0xDCD78	0x1800DE378	ascii	zombie/iso/IsoGridSquare
0xDCD98	0x1800DE398	ascii	()Lzombie/inventory/InventoryItem;
0xDCDC0	0x1800DE3C0	ascii	getPrimaryHandItem
0xDCDD8	0x1800DE3D8	ascii	isAttacking
0xDCDE8	0x1800DE3E8	ascii	()Lzombie/iso/IsoObject;
0xDCE08	0x1800DE408	ascii	getFloor
0xDCE20	0x1800DE420	ascii	(Lzombie/characters/IsoGameCharacter;Lzombie/iso/IsoObject;Lzombie/inventory/types/HandWeapon;FZFZLjava/util/List;ZZZZ)V
0xDCEA0	0x1800DE4A0	ascii	sendPlayerHit
0xDCFE8	0x1800DE5E8	ascii	zombie/scripting/ScriptManager
0xDD008	0x1800DE608	ascii	zombie/scripting/objects/Item
0xDD028	0x1800DE628	ascii	zombie/core/textures/Texture
0xDD048	0x1800DE648	ascii	zombie/inventory/InventoryItemFactory
0xDD070	0x1800DE670	ascii	zombie/network/packets/ItemTransactionPacket
0xDD0A0	0x1800DE6A0	ascii	zombie/core/TransactionManager
0xDD0C0	0x1800DE6C0	ascii	zombie/iso/IsoDirections
0xDD0E0	0x1800DE6E0	ascii	zombie/inventory/InventoryItem
0xDD100	0x1800DE700	ascii	zombie/inventory/types/InventoryContainer
0xDD130	0x1800DE730	ascii	zombie/inventory/types/Food
0xDD150	0x1800DE750	ascii	zombie/inventory/types/WeaponPart
0xDD178	0x1800DE778	ascii	zombie/scripting/objects/AmmoType
0xDD1A0	0x1800DE7A0	ascii	zombie/network/PacketTypes$PacketType
0xDD1C8	0x1800DE7C8	ascii	Lzombie/network/PacketTypes$PacketType;
0xDD1F0	0x1800DE7F0	ascii	ItemTransaction
0xDD200	0x1800DE800	ascii	Lzombie/iso/IsoDirections;
0xDD220	0x1800DE820	ascii	Lzombie/scripting/ScriptManager;
0xDD248	0x1800DE848	ascii	getAllItems
0xDD258	0x1800DE858	ascii	isHidden
0xDD268	0x1800DE868	ascii	getObsolete
0xDD278	0x1800DE878	ascii	getDisplayName
0xDD288	0x1800DE888	ascii	getDisplayCategory
0xDD2A0	0x1800DE8A0	ascii	()Lzombie/core/textures/Texture;
0xDD2C8	0x1800DE8C8	ascii	getNormalTexture
0xDD2E0	0x1800DE8E0	ascii	(Ljava/lang/String;)Lzombie/inventory/InventoryItem;
0xDD318	0x1800DE918	ascii	CreateItem
0xDD328	0x1800DE928	ascii	()Lzombie/core/skinnedmodel/visual/ItemVisual;
0xDD358	0x1800DE958	ascii	getVisual
0xDD368	0x1800DE968	ascii	isFavorite
0xDD378	0x1800DE978	ascii	getFullType
0xDD388	0x1800DE988	ascii	(Lzombie/inventory/InventoryItem;)Z
0xDD3B0	0x1800DE9B0	ascii	isEquipped
0xDD3C0	0x1800DE9C0	ascii	(Lzombie/core/Transaction;)V
0xDD3E4	0x1800DE9E4	ascii	(Z)V
0xDD3F0	0x1800DE9F0	ascii	setDrawDirty
0xDD400	0x1800DEA00	ascii	getXStart
0xDD410	0x1800DEA10	ascii	getYStart
0xDD420	0x1800DEA20	ascii	getXEnd
0xDD428	0x1800DEA28	ascii	getYEnd
0xDD430	0x1800DEA30	ascii	getWidth
0xDD440	0x1800DEA40	ascii	getHeight
0xDD450	0x1800DEA50	ascii	getBaseHunger
0xDD460	0x1800DEA60	ascii	()Lzombie/scripting/objects/AmmoType;
0xDD488	0x1800DEA88	ascii	getAmmoType
0xDD498	0x1800DEA98	ascii	getItemKey
0xDD4A8	0x1800DEAA8	ascii	getMagazineType
0xDD4B8	0x1800DEAB8	ascii	usesExternalMagazine
0xDD4D0	0x1800DEAD0	ascii	()Ljava/util/List;
0xDD4E8	0x1800DEAE8	ascii	getMountOn
0xDD4F8	0x1800DEAF8	ascii	getExplosionRange
0xDD510	0x1800DEB10	ascii	getExplosionPower
0xDD528	0x1800DEB28	ascii	getFireRange
0xDD538	0x1800DEB38	ascii	getFireStartingEnergy
0xDD550	0x1800DEB50	ascii	getFireStartingChance
0xDD568	0x1800DEB68	ascii	getSmokeRange
0xDD578	0x1800DEB78	ascii	getNoiseRange
0xDD588	0x1800DEB88	ascii	getSensorRange
0xDD598	0x1800DEB98	ascii	sendToServer
0xDD5CE	0x1800DEBCE	ascii	 ItemVisual
0xDD5F8	0x1800DEBF8	ascii	getItems
0xDD65A	0x1800DEC5A	ascii	 ItemVisual 
0xDD900	0x1800DEF00	ascii	SpawnWorldInventoryItem
0xDD918	0x1800DEF18	ascii	getContainer
0xDD928	0x1800DEF28	ascii	getWorldItem
0xDD938	0x1800DEF38	ascii	getSquare
0xDD948	0x1800DEF48	ascii	DoRemoveItem
0xDD958	0x1800DEF58	ascii	transmitRemoveItemFromSquare
0xDD978	0x1800DEF78	ascii	removeWorldObject
0xDD990	0x1800DEF90	ascii	setWorldItem
0xDD9A0	0x1800DEFA0	ascii	AddItem
0xDDEC8	0x1800DF4C8	ascii	invalid string position
0xDDEE0	0x1800DF4E0	ascii	java/util/List
0xDDEF0	0x1800DF4F0	ascii	zombie/network/packets/SyncHandWeaponFieldsPacket
0xDDF28	0x1800DF528	ascii	zombie/network/packets/NetTimedActionPacket
0xDDF58	0x1800DF558	ascii	SyncHandWeaponFields
0xDDF70	0x1800DF570	ascii	getItemContainer
0xDDF88	0x1800DF588	ascii	getCurrentAmmoCount
0xDDF9C	0x1800DF59C	ascii	(I)V
0xDDFA8	0x1800DF5A8	ascii	setCurrentAmmoCount
0xDDFC0	0x1800DF5C0	ascii	isContainsClip
0xDDFD0	0x1800DF5D0	ascii	setData
0xDDFD8	0x1800DF5D8	ascii	ISUnloadBulletsFromFirearm
0xDDFF8	0x1800DF5F8	ascii	createNewAndSend
0xDE278	0x1800DF878	ascii	setContainsClip
0xDE288	0x1800DF888	ascii	ISEjectMagazine
0xDE518	0x1800DFB18	ascii	zombie/iso/objects/IsoTrap
0xDE538	0x1800DFB38	ascii	zombie/network/packets/AddExplosiveTrapPacket
0xDE568	0x1800DFB68	ascii	zombie/network/packets/SyncItemFieldsPacket
0xDE598	0x1800DFB98	ascii	AddExplosiveTrap
0xDE5B0	0x1800DFBB0	ascii	SyncItemFields
0xDE5C0	0x1800DFBC0	ascii	setRemoteControlID
0xDE5D8	0x1800DFBD8	ascii	getRemoteControlID
0xDE5F0	0x1800DFBF0	ascii	getPartType
0xDE600	0x1800DFC00	ascii	(Lzombie/inventory/types/WeaponPart;)V
0xDE628	0x1800DFC28	ascii	setWeaponPart
0xDE638	0x1800DFC38	ascii	(Ljava/lang/String;)Lzombie/inventory/types/WeaponPart;
0xDE670	0x1800DFC70	ascii	getWeaponPart
0xDE680	0x1800DFC80	ascii	getItemWithID
0xDE690	0x1800DFC90	ascii	getItem
0xDE720	0x1800DFD20	ascii	getObjects
0xDE730	0x1800DFD30	ascii	ISTakeTrap
0xDE740	0x1800DFD40	ascii	ISRemoveWeaponUpgrade
0xDE7CB	0x1800DFDCB	ascii	 HandWeapon 
0xDE9BB	0x1800DFFBB	ascii	 WeaponPart 
0xDED30	0x1800E0330	ascii	java/lang/Double
0xDED48	0x1800E0348	ascii	(D)Ljava/lang/Double;
0xDED60	0x1800E0360	ascii	valueOf
0xDED68	0x1800E0368	ascii	Base.Hammer
0xDED78	0x1800E0378	ascii	Base.RollingPin
0xDED88	0x1800E0388	ascii	Base.Saucepan
0xDED98	0x1800E0398	ascii	Base.Fork
0xDEDE0	0x1800E03E0	ascii	ISTakeBricks
0xDEEA2	0x1800E04A2	ascii	 HandWeapon 
0xDF0A0	0x1800E06A0	ascii	zombie/network/packets/INetworkPacket
0xDF0C8	0x1800E06C8	ascii	isRanged
0xDF0D8	0x1800E06D8	ascii	getMaxAmmo
0xDF0E8	0x1800E06E8	ascii	(Lzombie/network/PacketTypes$PacketType;[Ljava/lang/Object;)V
0xDF128	0x1800E0728	ascii	send
0xDF240	0x1800E0840	ascii	 SyncHandWeaponFields
0xDF2E8	0x1800E08E8	ascii	SleepingTablet
0xDF308	0x1800E0908	ascii	Base.PillsSleepingTablets
0xDF328	0x1800E0928	ascii	BetaBlockers
0xDF348	0x1800E0948	ascii	Base.PillsBeta
0xDF358	0x1800E0958	ascii	Antidepressant
0xDF378	0x1800E0978	ascii	Base.PillsAntiDep
0xDF390	0x1800E0990	ascii	PainMeds
0xDF3B0	0x1800E09B0	ascii	Base.Pills
0xDF3C4	0x1800E09C4	ascii	anger
0xDF3D8	0x1800E09D8	ascii	boredom
0xDF3E8	0x1800E09E8	ascii	discomfort
0xDF400	0x1800E0A00	ascii	endurance
0xDF418	0x1800E0A18	ascii	fatigue
0xDF420	0x1800E0A20	ascii	fitness
0xDF438	0x1800E0A38	ascii	foodsickness
0xDF450	0x1800E0A50	ascii	hunger
0xDF460	0x1800E0A60	ascii	idleness
0xDF480	0x1800E0A80	ascii	intoxication
0xDF498	0x1800E0A98	ascii	morale
0xDF4B0	0x1800E0AB0	ascii	nicotinewithdrawal
0xDF4CC	0x1800E0ACC	ascii	pain
0xDF4DC	0x1800E0ADC	ascii	panic
0xDF4EC	0x1800E0AEC	ascii	poison
0xDF4FC	0x1800E0AFC	ascii	sanity
0xDF510	0x1800E0B10	ascii	sickness
0xDF524	0x1800E0B24	ascii	stress
0xDF538	0x1800E0B38	ascii	temperature
0xDF54C	0x1800E0B4C	ascii	thirst
0xDF568	0x1800E0B68	ascii	unhappiness
0xDF580	0x1800E0B80	ascii	wetness
0xDF598	0x1800E0B98	ascii	zombiefever
0xDF5B8	0x1800E0BB8	ascii	zombieinfection
0xDF5C8	0x1800E0BC8	ascii	zombie/characters/Stats
0xDF5E0	0x1800E0BE0	ascii	zombie/characters/CharacterStat
0xDF600	0x1800E0C00	ascii	zombie/characters/Role
0xDF618	0x1800E0C18	ascii	zombie/characters/Capability
0xDF638	0x1800E0C38	ascii	zombie/network/packets/SyncPlayerStatsPacket
0xDF668	0x1800E0C68	ascii	java/lang/Integer
0xDF680	0x1800E0C80	ascii	[Lzombie/characters/CharacterStat;
0xDF6A8	0x1800E0CA8	ascii	ORDERED_STATS
0xDF6B8	0x1800E0CB8	ascii	Lzombie/characters/Capability;
0xDF6D8	0x1800E0CD8	ascii	CanModifyBodyStats
0xDF6F0	0x1800E0CF0	ascii	SyncPlayerStats
0xDF700	0x1800E0D00	ascii	()Lzombie/characters/Stats;
0xDF720	0x1800E0D20	ascii	getStats
0xDF730	0x1800E0D30	ascii	()Lzombie/characters/Role;
0xDF750	0x1800E0D50	ascii	getRole
0xDF758	0x1800E0D58	ascii	(Lzombie/characters/Capability;)Z
0xDF780	0x1800E0D80	ascii	hasCapability
0xDF790	0x1800E0D90	ascii	(Lzombie/characters/CharacterStat;)F
0xDF7B8	0x1800E0DB8	ascii	(Lzombie/characters/CharacterStat;F)Z
0xDF7E0	0x1800E0DE0	ascii	(Lzombie/characters/CharacterStat;)Z
0xDF808	0x1800E0E08	ascii	reset
0xDF810	0x1800E0E10	ascii	getMinimumValue
0xDF820	0x1800E0E20	ascii	getMaximumValue
0xDF830	0x1800E0E30	ascii	getDefaultValue
0xDF840	0x1800E0E40	ascii	(Lzombie/characters/CharacterStat;)I
0xDF868	0x1800E0E68	ascii	getBitMaskForStat
0xDF880	0x1800E0E80	ascii	(I)Ljava/lang/Integer;
0xDF898	0x1800E0E98	ascii	getSleepingTabletEffect
0xDF8B0	0x1800E0EB0	ascii	getBetaEffect
0xDF8C0	0x1800E0EC0	ascii	getDepressEffect
0xDF8D8	0x1800E0ED8	ascii	getPainEffect
0xDF8E8	0x1800E0EE8	ascii	getSleepingTabletDelta
0xDF900	0x1800E0F00	ascii	getBetaDelta
0xDF910	0x1800E0F10	ascii	getDepressDelta
0xDF920	0x1800E0F20	ascii	getPainDelta
0xDF930	0x1800E0F30	ascii	setSleepingTabletEffect
0xDF948	0x1800E0F48	ascii	setBetaEffect
0xDF958	0x1800E0F58	ascii	setDepressEffect
0xDF970	0x1800E0F70	ascii	setPainEffect
0xDF980	0x1800E0F80	ascii	setSleepingTabletDelta
0xDF998	0x1800E0F98	ascii	setBetaDelta
0xDF9A8	0x1800E0FA8	ascii	setDepressDelta
0xDF9B8	0x1800E0FB8	ascii	setPainDelta
0xDF9C8	0x1800E0FC8	ascii	BetaAntiDepress
0xDFA6B	0x1800E106B	ascii	 SyncPlayerStats 
0xDFC28	0x1800E1228	ascii	 SyncPlayerStats 
0xDFCB7	0x1800E12B7	ascii	 CanModifyBodyStats 
0xDFD20	0x1800E1320	ascii	 SyncPlayerStats 
0xDFDA7	0x1800E13A7	ascii	 CanModifyBodyStats 
0xDFDD8	0x1800E13D8	ascii	Lzombie/network/GameClient;
0xDFDF8	0x1800E13F8	ascii	Lzombie/characters/CharacterStat;
0xDFE1C	0x1800E141C	ascii	THIRST
0xDFE28	0x1800E1428	ascii	Ljava/lang/String;
0xDFE40	0x1800E1440	ascii	accessLevel
0xDFE50	0x1800E1450	ascii	isTimedActionInstantCheat
0xDFE70	0x1800E1470	ascii	setTimedActionInstantCheat
0xDFE90	0x1800E1490	ascii	getFirstTypeRecurse
0xDFEA8	0x1800E14A8	ascii	ISTakePillAction
0xDFEC0	0x1800E14C0	ascii	pztrainer-local
0xE0168	0x1800E1768	ascii	drink
0xE017F	0x1800E177F	ascii	 Drink 
0xE01E8	0x1800E17E8	ascii	zombie/characters/BodyDamage/BodyDamage
0xE0210	0x1800E1810	ascii	zombie/characters/BodyDamage/BodyPart
0xE0238	0x1800E1838	ascii	()Lzombie/characters/BodyDamage/BodyDamage;
0xE0268	0x1800E1868	ascii	getBodyDamage
0xE0278	0x1800E1878	ascii	getBodyParts
0xE0288	0x1800E1888	ascii	RestoreToFullHealth
0xE02A0	0x1800E18A0	ascii	(Lzombie/characters/IsoPlayer;)V
0xE02C8	0x1800E18C8	ascii	sendPlayerDamage
0xE02E0	0x1800E18E0	ascii	isGodMod
0xE02F0	0x1800E18F0	ascii	avoidDamage
0xE02FC	0x1800E18FC	ascii	(ZZ)V
0xE0308	0x1800E1908	ascii	setGodMod
0xE0318	0x1800E1918	ascii	setAvoidDamage
0xE03D6	0x1800E19D6	ascii	 PlayerDamage 
0xE040D	0x1800E1A0D	ascii	 PlayerDamage 
0xE04F0	0x1800E1AF0	ascii	ENDURANCE
0xE0500	0x1800E1B00	ascii	getSecondaryHandItem
0xE0518	0x1800E1B18	ascii	getCondition
0xE0528	0x1800E1B28	ascii	getConditionMax
0xE0538	0x1800E1B38	ascii	setConditionNoSound
0xE059C	0x1800E1B9C	ascii	 SyncItemFields
0xE0630	0x1800E1C30	ascii	zombie/iso/weather/ClimateManager
0xE0658	0x1800E1C58	ascii	zombie/iso/weather/ClimateManager$ClimateFloat
0xE0688	0x1800E1C88	ascii	zombie/iso/weather/ClimateManager$ClimateBool
0xE06B8	0x1800E1CB8	ascii	zombie/iso/weather/ClimateManager$ClimateColor
0xE06E8	0x1800E1CE8	ascii	zombie/iso/weather/ClimateColorInfo
0xE0710	0x1800E1D10	ascii	zombie/iso/IsoLightSource
0xE0730	0x1800E1D30	ascii	zombie/iso/LightingJNI
0xE0748	0x1800E1D48	ascii	FLOAT_DESATURATION
0xE0760	0x1800E1D60	ascii	FLOAT_GLOBAL_LIGHT_INTENSITY
0xE0780	0x1800E1D80	ascii	FLOAT_NIGHT_STRENGTH
0xE0798	0x1800E1D98	ascii	FLOAT_AMBIENT
0xE07A8	0x1800E1DA8	ascii	FLOAT_DAYLIGHT_STRENGTH
0xE07C8	0x1800E1DC8	ascii	COLOR_GLOBAL_LIGHT
0xE07E0	0x1800E1DE0	ascii	FLOAT_FOG_INTENSITY
0xE07F8	0x1800E1DF8	ascii	FLOAT_PRECIPITATION_INTENSITY
0xE0818	0x1800E1E18	ascii	BOOL_IS_SNOW
0xE0828	0x1800E1E28	ascii	isOverrideValue
0xE0838	0x1800E1E38	ascii	overrideInternal
0xE0850	0x1800E1E50	ascii	()Lzombie/iso/weather/ClimateManager;
0xE0878	0x1800E1E78	ascii	(I)Lzombie/iso/weather/ClimateManager$ClimateFloat;
0xE08B0	0x1800E1EB0	ascii	getClimateFloat
0xE08C0	0x1800E1EC0	ascii	(I)Lzombie/iso/weather/ClimateManager$ClimateColor;
0xE08F8	0x1800E1EF8	ascii	getClimateColor
0xE0908	0x1800E1F08	ascii	(I)Lzombie/iso/weather/ClimateManager$ClimateBool;
0xE0940	0x1800E1F40	ascii	getClimateBool
0xE0950	0x1800E1F50	ascii	getOverride
0xE0960	0x1800E1F60	ascii	getOverrideInterpolate
0xE0978	0x1800E1F78	ascii	(FF)V
0xE0980	0x1800E1F80	ascii	setOverride
0xE0990	0x1800E1F90	ascii	setEnableOverride
0xE09A8	0x1800E1FA8	ascii	isEnableOverride
0xE09C0	0x1800E1FC0	ascii	()Lzombie/iso/weather/ClimateColorInfo;
0xE09E8	0x1800E1FE8	ascii	(Lzombie/iso/weather/ClimateColorInfo;F)V
0xE0A18	0x1800E2018	ascii	(FFFFFFFF)V
0xE0A28	0x1800E2028	ascii	(Lzombie/iso/weather/ClimateColorInfo;)V
0xE0A54	0x1800E2054	ascii	setTo
0xE0A60	0x1800E2060	ascii	(IIIFFFI)V
0xE0A70	0x1800E2070	ascii	(Lzombie/iso/IsoLightSource;)V
0xE0A90	0x1800E2090	ascii	addLamppost
0xE0AA0	0x1800E20A0	ascii	removeLamppost
0xE0AB0	0x1800E20B0	ascii	visionConeLerp
0xE0BE0	0x1800E21E0	utf-16le	opengl32.dll
0xE0C00	0x1800E2200	ascii	glGetUniformLocation
0xE0C18	0x1800E2218	ascii	glGetAttribLocation
0xE0C30	0x1800E2230	ascii	ModelViewProjection
0xE0C48	0x1800E2248	ascii	aPosition
0xE0C54	0x1800E2254	ascii	aDist
0xE0C5C	0x1800E225C	ascii	aDepth
0xE0C68	0x1800E2268	ascii	zombie/MainThread
0xE0C80	0x1800E2280	ascii	zombie/MainThreadQueueItem
0xE0CA0	0x1800E22A0	ascii	java/beans/Expression
0xE0CB8	0x1800E22B8	ascii	java/beans/EventHandler
0xE0CD0	0x1800E22D0	ascii	java/lang/Runnable
0xE0CE8	0x1800E22E8	ascii	java/lang/Float
0xE0CF8	0x1800E22F8	ascii	(Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;)V
0xE0D38	0x1800E2338	ascii	getValue
0xE0D50	0x1800E2350	ascii	(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/Object;
0xE0D9C	0x1800E239C	ascii	create
0xE0DA8	0x1800E23A8	ascii	(Ljava/lang/Runnable;)V
0xE0DC0	0x1800E23C0	ascii	invokeOnMainThread
0xE0DD8	0x1800E23D8	ascii	(Lzombie/MainThreadQueueItem;)V
0xE0DF8	0x1800E23F8	ascii	queueInvokeOnMainThread
0xE0E10	0x1800E2410	ascii	(Ljava/lang/Runnable;)Lzombie/MainThreadQueueItem;
0xE0E44	0x1800E2444	ascii	alloc
0xE0E50	0x1800E2450	ascii	isFinished
0xE0E60	0x1800E2460	ascii	()Ljava/lang/Throwable;
0xE0E78	0x1800E2478	ascii	getThrown
0xE0E88	0x1800E2488	ascii	(F)Ljava/lang/Float;
0xE0EA0	0x1800E24A0	ascii	zombie/iso/IsoObject
0xE0EB8	0x1800E24B8	ascii	zombie/ui/UIManager
0xE0ED0	0x1800E24D0	ascii	zombie/iso/fboRenderChunk/FBORenderObjectOutline
0xE0F08	0x1800E2508	ascii	uiRenderTimeMS
0xE0F18	0x1800E2518	ascii	(IFFFF)V
0xE0F28	0x1800E2528	ascii	setOutlineHighlightCol
0xE0F40	0x1800E2540	ascii	(IZ)V
0xE0F48	0x1800E2548	ascii	setOutlineHighlight
0xE0F60	0x1800E2560	ascii	()Lzombie/iso/fboRenderChunk/FBORenderObjectOutline;
0xE0F98	0x1800E2598	ascii	(ILzombie/iso/IsoObject;J)V
0xE0FB8	0x1800E25B8	ascii	setDuringUIRenderTime
0xE0FD0	0x1800E25D0	ascii	zombie/globalObjects/CGlobalObjects
0xE0FF8	0x1800E25F8	ascii	zombie/globalObjects/GlobalObjectSystem
0xE1020	0x1800E2620	ascii	zombie/globalObjects/GlobalObject
0xE1048	0x1800E2648	ascii	se/krka/kahlua/j2se/J2SEPlatform
0xE1070	0x1800E2670	ascii	java/lang/Boolean
0xE1088	0x1800E2688	ascii	Lse/krka/kahlua/j2se/J2SEPlatform;
0xE10B0	0x1800E26B0	ascii	platform
0xE10C0	0x1800E26C0	ascii	(Ljava/lang/String;)Lzombie/globalObjects/CGlobalObjectSystem;
0xE1100	0x1800E2700	ascii	getSystemByName
0xE1110	0x1800E2710	ascii	getObjectCount
0xE1120	0x1800E2720	ascii	(I)Lzombie/globalObjects/GlobalObject;
0xE1148	0x1800E2748	ascii	getObjectByIndex
0xE1160	0x1800E2760	ascii	()Lse/krka/kahlua/vm/KahluaTable;
0xE1188	0x1800E2788	ascii	newTable
0xE1198	0x1800E2798	ascii	(Ljava/lang/Object;Ljava/lang/Object;)V
0xE11C0	0x1800E27C0	ascii	rawset
0xE11C8	0x1800E27C8	ascii	(Z)Ljava/lang/Boolean;
0xE1220	0x1800E2820	ascii	 Food 
0xE1233	0x1800E2833	ascii	 Food 
0xE127C	0x1800E287C	ascii	trap
0xE1310	0x1800E2910	ascii	pztrainer
0xE131C	0x1800E291C	ascii	type
0xE1324	0x1800E2924	ascii	item
0xE1330	0x1800E2930	ascii	minSize
0xE1338	0x1800E2938	ascii	maxSize
0xE1340	0x1800E2940	ascii	canBeAlive
0xE134C	0x1800E294C	ascii	animal
0xE1378	0x1800E2978	ascii	addAnimalDebug
0xE1388	0x1800E2988	ascii	removeAnimal
0xE1398	0x1800E2998	ascii	sendCommand
0xE1478	0x1800E2A78	ascii	zombie/input/Mouse
0xE1490	0x1800E2A90	ascii	isAiming
0xE14A0	0x1800E2AA0	ascii	setRecoilVarX
0xE14B0	0x1800E2AB0	ascii	setRecoilVarY
0xE14C0	0x1800E2AC0	ascii	getMaxRange
0xE14D0	0x1800E2AD0	ascii	getMaxDamage
0xE14E0	0x1800E2AE0	ascii	getXA
0xE14E8	0x1800E2AE8	ascii	getYA
0xE14F0	0x1800E2AF0	ascii	shotgun
0xE1504	0x1800E2B04	ascii	vector
0xE150C	0x1800E2B0C	ascii	pistol
0xE1518	0x1800E2B18	ascii	revolver
0xE1528	0x1800E2B28	ascii	handgun
0xE1530	0x1800E2B30	ascii	huntingrifle
0xE1540	0x1800E2B40	ascii	varmintrifle
0xE1550	0x1800E2B50	ascii	sniper
0xE1558	0x1800E2B58	ascii	msr7
0xE1564	0x1800E2B64	ascii	rifle
0xE1570	0x1800E2B70	ascii	carbine
0xE1598	0x1800E2B98	ascii	Rage 
0xE15AC	0x1800E2BAC	ascii	 Legit 
0xE15C0	0x1800E2BC0	ascii	Legit JNI 
0xE1780	0x1800E2D80	utf-16le	PZBullet64.dll
0xE17A0	0x1800E2DA0	ascii	Java_zombie_core_physics_Bullet_updateBallisticsMuzzleAimDirection
0xE17F0	0x1800E2DF0	ascii	Java_zombie_core_physics_Bullet_updateBallisticsAimReticlePosition
0xE1838	0x1800E2E38	ascii	Java_zombie_core_physics_Bullet_getBallisticsTargets
0xE1870	0x1800E2E70	ascii	Java_zombie_core_physics_Bullet_getBallisticsCameraTargets
