offset_hex	va	kind	value
0xDD428	0x1800DEA28	member-candidate	getYEnd
0xDD430	0x1800DEA30	member-candidate	getWidth
0xDD440	0x1800DEA40	member-candidate	getHeight
0xDD450	0x1800DEA50	member-candidate	getBaseHunger
0xDD460	0x1800DEA60	signature	()Lzombie/scripting/objects/AmmoType;
0xDD488	0x1800DEA88	member-candidate	getAmmoType
0xDD498	0x1800DEA98	member-candidate	getItemKey
0xDD4A8	0x1800DEAA8	member-candidate	getMagazineType
0xDD4B8	0x1800DEAB8	member-candidate	usesExternalMagazine
0xDD4D0	0x1800DEAD0	signature	()Ljava/util/List;
0xDD4E8	0x1800DEAE8	member-candidate	getMountOn
0xDD4F8	0x1800DEAF8	member-candidate	getExplosionRange
0xDD510	0x1800DEB10	member-candidate	getExplosionPower
0xDD528	0x1800DEB28	member-candidate	getFireRange
0xDD538	0x1800DEB38	member-candidate	getFireStartingEnergy
0xDD550	0x1800DEB50	member-candidate	getFireStartingChance
0xDD568	0x1800DEB68	member-candidate	getSmokeRange
0xDD578	0x1800DEB78	member-candidate	getNoiseRange
0xDD588	0x1800DEB88	member-candidate	getSensorRange
0xDD598	0x1800DEB98	member-candidate	sendToServer
0xDD5F8	0x1800DEBF8	member-candidate	getItems
0xDD900	0x1800DEF00	member-candidate	SpawnWorldInventoryItem
0xDD918	0x1800DEF18	member-candidate	getContainer
0xDD928	0x1800DEF28	member-candidate	getWorldItem
0xDD938	0x1800DEF38	member-candidate	getSquare
0xDD948	0x1800DEF48	member-candidate	DoRemoveItem
0xDD958	0x1800DEF58	member-candidate	transmitRemoveItemFromSquare
0xDD978	0x1800DEF78	member-candidate	removeWorldObject
0xDD990	0x1800DEF90	member-candidate	setWorldItem
0xDD9A0	0x1800DEFA0	member-candidate	AddItem
0xDDEE0	0x1800DF4E0	class	java/util/List
0xDDEF0	0x1800DF4F0	class	zombie/network/packets/SyncHandWeaponFieldsPacket
0xDDF28	0x1800DF528	class	zombie/network/packets/NetTimedActionPacket
0xDDF58	0x1800DF558	member-candidate	SyncHandWeaponFields
0xDDF70	0x1800DF570	member-candidate	getItemContainer
0xDDF88	0x1800DF588	member-candidate	getCurrentAmmoCount
0xDDF9C	0x1800DF59C	signature	(I)V
0xDDFA8	0x1800DF5A8	member-candidate	setCurrentAmmoCount
0xDDFC0	0x1800DF5C0	member-candidate	isContainsClip
0xDDFD0	0x1800DF5D0	member-candidate	setData
0xDDFD8	0x1800DF5D8	member-candidate	ISUnloadBulletsFromFirearm
0xDDFF8	0x1800DF5F8	member-candidate	createNewAndSend
0xDE278	0x1800DF878	member-candidate	setContainsClip
0xDE288	0x1800DF888	member-candidate	ISEjectMagazine
0xDE518	0x1800DFB18	class	zombie/iso/objects/IsoTrap
0xDE538	0x1800DFB38	class	zombie/network/packets/AddExplosiveTrapPacket
0xDE568	0x1800DFB68	class	zombie/network/packets/SyncItemFieldsPacket
0xDE598	0x1800DFB98	member-candidate	AddExplosiveTrap
0xDE5B0	0x1800DFBB0	member-candidate	SyncItemFields
0xDE5C0	0x1800DFBC0	member-candidate	setRemoteControlID
0xDE5D8	0x1800DFBD8	member-candidate	getRemoteControlID
0xDE5F0	0x1800DFBF0	member-candidate	getPartType
0xDE600	0x1800DFC00	signature	(Lzombie/inventory/types/WeaponPart;)V
0xDE628	0x1800DFC28	member-candidate	setWeaponPart
0xDE638	0x1800DFC38	signature	(Ljava/lang/String;)Lzombie/inventory/types/WeaponPart;
0xDE670	0x1800DFC70	member-candidate	getWeaponPart
0xDE680	0x1800DFC80	member-candidate	getItemWithID
0xDE690	0x1800DFC90	member-candidate	getItem
0xDE720	0x1800DFD20	member-candidate	getObjects
0xDE730	0x1800DFD30	member-candidate	ISTakeTrap
0xDE740	0x1800DFD40	member-candidate	ISRemoveWeaponUpgrade
0xDED30	0x1800E0330	class	java/lang/Double
0xDED48	0x1800E0348	signature	(D)Ljava/lang/Double;
0xDED60	0x1800E0360	member-candidate	valueOf
0xDEDE0	0x1800E03E0	member-candidate	ISTakeBricks
0xDF0A0	0x1800E06A0	class	zombie/network/packets/INetworkPacket
0xDF0C8	0x1800E06C8	member-candidate	isRanged
0xDF0D8	0x1800E06D8	member-candidate	getMaxAmmo
0xDF0E8	0x1800E06E8	signature	(Lzombie/network/PacketTypes$PacketType;[Ljava/lang/Object;)V
0xDF128	0x1800E0728	member-candidate	send
0xDF2E8	0x1800E08E8	member-candidate	SleepingTablet
0xDF328	0x1800E0928	member-candidate	BetaBlockers
0xDF358	0x1800E0958	member-candidate	Antidepressant
0xDF390	0x1800E0990	member-candidate	PainMeds
0xDF3C4	0x1800E09C4	member-candidate	anger
0xDF3D8	0x1800E09D8	member-candidate	boredom
0xDF3E8	0x1800E09E8	member-candidate	discomfort
0xDF400	0x1800E0A00	member-candidate	endurance
0xDF418	0x1800E0A18	member-candidate	fatigue
0xDF420	0x1800E0A20	member-candidate	fitness
0xDF438	0x1800E0A38	member-candidate	foodsickness
0xDF450	0x1800E0A50	member-candidate	hunger
0xDF460	0x1800E0A60	member-candidate	idleness
0xDF480	0x1800E0A80	member-candidate	intoxication
0xDF498	0x1800E0A98	member-candidate	morale
0xDF4B0	0x1800E0AB0	member-candidate	nicotinewithdrawal
0xDF4CC	0x1800E0ACC	member-candidate	pain
0xDF4DC	0x1800E0ADC	member-candidate	panic
0xDF4EC	0x1800E0AEC	member-candidate	poison
0xDF4FC	0x1800E0AFC	member-candidate	sanity
0xDF510	0x1800E0B10	member-candidate	sickness
0xDF524	0x1800E0B24	member-candidate	stress
0xDF538	0x1800E0B38	member-candidate	temperature
0xDF54C	0x1800E0B4C	member-candidate	thirst
0xDF568	0x1800E0B68	member-candidate	unhappiness
0xDF580	0x1800E0B80	member-candidate	wetness
0xDF598	0x1800E0B98	member-candidate	zombiefever
0xDF5B8	0x1800E0BB8	member-candidate	zombieinfection
0xDF5C8	0x1800E0BC8	class	zombie/characters/Stats
0xDF5E0	0x1800E0BE0	class	zombie/characters/CharacterStat
0xDF600	0x1800E0C00	class	zombie/characters/Role
0xDF618	0x1800E0C18	class	zombie/characters/Capability
0xDF638	0x1800E0C38	class	zombie/network/packets/SyncPlayerStatsPacket
0xDF668	0x1800E0C68	class	java/lang/Integer
0xDF680	0x1800E0C80	signature	[Lzombie/characters/CharacterStat;
0xDF6A8	0x1800E0CA8	member-candidate	ORDERED_STATS
0xDF6B8	0x1800E0CB8	signature	Lzombie/characters/Capability;
0xDF6D8	0x1800E0CD8	member-candidate	CanModifyBodyStats
0xDF6F0	0x1800E0CF0	member-candidate	SyncPlayerStats
0xDF700	0x1800E0D00	signature	()Lzombie/characters/Stats;
0xDF720	0x1800E0D20	member-candidate	getStats
0xDF730	0x1800E0D30	signature	()Lzombie/characters/Role;
0xDF750	0x1800E0D50	member-candidate	getRole
0xDF758	0x1800E0D58	signature	(Lzombie/characters/Capability;)Z
0xDF780	0x1800E0D80	member-candidate	hasCapability
0xDF790	0x1800E0D90	signature	(Lzombie/characters/CharacterStat;)F
0xDF7B8	0x1800E0DB8	signature	(Lzombie/characters/CharacterStat;F)Z
0xDF7E0	0x1800E0DE0	signature	(Lzombie/characters/CharacterStat;)Z
0xDF808	0x1800E0E08	member-candidate	reset
0xDF810	0x1800E0E10	member-candidate	getMinimumValue
0xDF820	0x1800E0E20	member-candidate	getMaximumValue
0xDF830	0x1800E0E30	member-candidate	getDefaultValue
0xDF840	0x1800E0E40	signature	(Lzombie/characters/CharacterStat;)I
0xDF868	0x1800E0E68	member-candidate	getBitMaskForStat
0xDF880	0x1800E0E80	signature	(I)Ljava/lang/Integer;
0xDF898	0x1800E0E98	member-candidate	getSleepingTabletEffect
0xDF8B0	0x1800E0EB0	member-candidate	getBetaEffect
0xDF8C0	0x1800E0EC0	member-candidate	getDepressEffect
0xDF8D8	0x1800E0ED8	member-candidate	getPainEffect
0xDF8E8	0x1800E0EE8	member-candidate	getSleepingTabletDelta
0xDF900	0x1800E0F00	member-candidate	getBetaDelta
0xDF910	0x1800E0F10	member-candidate	getDepressDelta
0xDF920	0x1800E0F20	member-candidate	getPainDelta
0xDF930	0x1800E0F30	member-candidate	setSleepingTabletEffect
0xDF948	0x1800E0F48	member-candidate	setBetaEffect
0xDF958	0x1800E0F58	member-candidate	setDepressEffect
0xDF970	0x1800E0F70	member-candidate	setPainEffect
0xDF980	0x1800E0F80	member-candidate	setSleepingTabletDelta
0xDF998	0x1800E0F98	member-candidate	setBetaDelta
0xDF9A8	0x1800E0FA8	member-candidate	setDepressDelta
0xDF9B8	0x1800E0FB8	member-candidate	setPainDelta
0xDF9C8	0x1800E0FC8	member-candidate	BetaAntiDepress
0xDFDD8	0x1800E13D8	signature	Lzombie/network/GameClient;
0xDFDF8	0x1800E13F8	signature	Lzombie/characters/CharacterStat;
0xDFE1C	0x1800E141C	member-candidate	THIRST
0xDFE28	0x1800E1428	signature	Ljava/lang/String;
0xDFE40	0x1800E1440	member-candidate	accessLevel
0xDFE50	0x1800E1450	member-candidate	isTimedActionInstantCheat
0xDFE70	0x1800E1470	member-candidate	setTimedActionInstantCheat
0xDFE90	0x1800E1490	member-candidate	getFirstTypeRecurse
0xDFEA8	0x1800E14A8	member-candidate	ISTakePillAction
0xE0168	0x1800E1768	member-candidate	drink
0xE01E8	0x1800E17E8	class	zombie/characters/BodyDamage/BodyDamage
0xE0210	0x1800E1810	class	zombie/characters/BodyDamage/BodyPart
0xE0238	0x1800E1838	signature	()Lzombie/characters/BodyDamage/BodyDamage;
0xE0268	0x1800E1868	member-candidate	getBodyDamage
0xE0278	0x1800E1878	member-candidate	getBodyParts
0xE0288	0x1800E1888	member-candidate	RestoreToFullHealth
0xE02A0	0x1800E18A0	signature	(Lzombie/characters/IsoPlayer;)V
0xE02C8	0x1800E18C8	member-candidate	sendPlayerDamage
0xE02E0	0x1800E18E0	member-candidate	isGodMod
0xE02F0	0x1800E18F0	member-candidate	avoidDamage
0xE02FC	0x1800E18FC	signature	(ZZ)V
0xE0308	0x1800E1908	member-candidate	setGodMod
0xE0318	0x1800E1918	member-candidate	setAvoidDamage
0xE04F0	0x1800E1AF0	member-candidate	ENDURANCE
0xE0500	0x1800E1B00	member-candidate	getSecondaryHandItem
0xE0518	0x1800E1B18	member-candidate	getCondition
0xE0528	0x1800E1B28	member-candidate	getConditionMax
0xE0538	0x1800E1B38	member-candidate	setConditionNoSound
0xE0630	0x1800E1C30	class	zombie/iso/weather/ClimateManager
0xE0658	0x1800E1C58	class	zombie/iso/weather/ClimateManager$ClimateFloat
0xE0688	0x1800E1C88	class	zombie/iso/weather/ClimateManager$ClimateBool
0xE06B8	0x1800E1CB8	class	zombie/iso/weather/ClimateManager$ClimateColor
0xE06E8	0x1800E1CE8	class	zombie/iso/weather/ClimateColorInfo
0xE0710	0x1800E1D10	class	zombie/iso/IsoLightSource
0xE0730	0x1800E1D30	class	zombie/iso/LightingJNI
0xE0748	0x1800E1D48	member-candidate	FLOAT_DESATURATION
0xE0760	0x1800E1D60	member-candidate	FLOAT_GLOBAL_LIGHT_INTENSITY
0xE0780	0x1800E1D80	member-candidate	FLOAT_NIGHT_STRENGTH
0xE0798	0x1800E1D98	member-candidate	FLOAT_AMBIENT
0xE07A8	0x1800E1DA8	member-candidate	FLOAT_DAYLIGHT_STRENGTH
0xE07C8	0x1800E1DC8	member-candidate	COLOR_GLOBAL_LIGHT
0xE07E0	0x1800E1DE0	member-candidate	FLOAT_FOG_INTENSITY
0xE07F8	0x1800E1DF8	member-candidate	FLOAT_PRECIPITATION_INTENSITY
0xE0818	0x1800E1E18	member-candidate	BOOL_IS_SNOW
0xE0828	0x1800E1E28	member-candidate	isOverrideValue
0xE0838	0x1800E1E38	member-candidate	overrideInternal
0xE0850	0x1800E1E50	signature	()Lzombie/iso/weather/ClimateManager;
0xE0878	0x1800E1E78	signature	(I)Lzombie/iso/weather/ClimateManager$ClimateFloat;
0xE08B0	0x1800E1EB0	member-candidate	getClimateFloat
0xE08C0	0x1800E1EC0	signature	(I)Lzombie/iso/weather/ClimateManager$ClimateColor;
0xE08F8	0x1800E1EF8	member-candidate	getClimateColor
0xE0908	0x1800E1F08	signature	(I)Lzombie/iso/weather/ClimateManager$ClimateBool;
0xE0940	0x1800E1F40	member-candidate	getClimateBool
0xE0950	0x1800E1F50	member-candidate	getOverride
0xE0960	0x1800E1F60	member-candidate	getOverrideInterpolate
0xE0978	0x1800E1F78	signature	(FF)V
0xE0980	0x1800E1F80	member-candidate	setOverride
0xE0990	0x1800E1F90	member-candidate	setEnableOverride
0xE09A8	0x1800E1FA8	member-candidate	isEnableOverride
0xE09C0	0x1800E1FC0	signature	()Lzombie/iso/weather/ClimateColorInfo;
0xE09E8	0x1800E1FE8	signature	(Lzombie/iso/weather/ClimateColorInfo;F)V
0xE0A18	0x1800E2018	signature	(FFFFFFFF)V
0xE0A28	0x1800E2028	signature	(Lzombie/iso/weather/ClimateColorInfo;)V
0xE0A54	0x1800E2054	member-candidate	setTo
0xE0A60	0x1800E2060	signature	(IIIFFFI)V
0xE0A70	0x1800E2070	signature	(Lzombie/iso/IsoLightSource;)V
0xE0A90	0x1800E2090	member-candidate	addLamppost
0xE0AA0	0x1800E20A0	member-candidate	removeLamppost
0xE0AB0	0x1800E20B0	member-candidate	visionConeLerp
0xE0C00	0x1800E2200	member-candidate	glGetUniformLocation
0xE0C18	0x1800E2218	member-candidate	glGetAttribLocation
0xE0C30	0x1800E2230	member-candidate	ModelViewProjection
0xE0C48	0x1800E2248	member-candidate	aPosition
0xE0C54	0x1800E2254	member-candidate	aDist
0xE0C5C	0x1800E225C	member-candidate	aDepth
0xE0C68	0x1800E2268	class	zombie/MainThread
0xE0C80	0x1800E2280	class	zombie/MainThreadQueueItem
0xE0CA0	0x1800E22A0	class	java/beans/Expression
0xE0CB8	0x1800E22B8	class	java/beans/EventHandler
0xE0CD0	0x1800E22D0	class	java/lang/Runnable
0xE0CE8	0x1800E22E8	class	java/lang/Float
0xE0CF8	0x1800E22F8	signature	(Ljava/lang/Object;Ljava/lang/String;[Ljava/lang/Object;)V
0xE0D38	0x1800E2338	member-candidate	getValue
0xE0D50	0x1800E2350	signature	(Ljava/lang/Class;Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/Object;
0xE0D9C	0x1800E239C	member-candidate	create
0xE0DA8	0x1800E23A8	signature	(Ljava/lang/Runnable;)V
0xE0DC0	0x1800E23C0	member-candidate	invokeOnMainThread
0xE0DD8	0x1800E23D8	signature	(Lzombie/MainThreadQueueItem;)V
0xE0DF8	0x1800E23F8	member-candidate	queueInvokeOnMainThread
0xE0E10	0x1800E2410	signature	(Ljava/lang/Runnable;)Lzombie/MainThreadQueueItem;
0xE0E44	0x1800E2444	member-candidate	alloc
0xE0E50	0x1800E2450	member-candidate	isFinished
0xE0E60	0x1800E2460	signature	()Ljava/lang/Throwable;
0xE0E78	0x1800E2478	member-candidate	getThrown
0xE0E88	0x1800E2488	signature	(F)Ljava/lang/Float;
0xE0EA0	0x1800E24A0	class	zombie/iso/IsoObject
0xE0EB8	0x1800E24B8	class	zombie/ui/UIManager
0xE0ED0	0x1800E24D0	class	zombie/iso/fboRenderChunk/FBORenderObjectOutline
0xE0F08	0x1800E2508	member-candidate	uiRenderTimeMS
0xE0F18	0x1800E2518	signature	(IFFFF)V
0xE0F28	0x1800E2528	member-candidate	setOutlineHighlightCol
0xE0F40	0x1800E2540	signature	(IZ)V
0xE0F48	0x1800E2548	member-candidate	setOutlineHighlight
0xE0F60	0x1800E2560	signature	()Lzombie/iso/fboRenderChunk/FBORenderObjectOutline;
0xE0F98	0x1800E2598	signature	(ILzombie/iso/IsoObject;J)V
0xE0FB8	0x1800E25B8	member-candidate	setDuringUIRenderTime
0xE0FD0	0x1800E25D0	class	zombie/globalObjects/CGlobalObjects
0xE0FF8	0x1800E25F8	class	zombie/globalObjects/GlobalObjectSystem
0xE1020	0x1800E2620	class	zombie/globalObjects/GlobalObject
0xE1048	0x1800E2648	class	se/krka/kahlua/j2se/J2SEPlatform
0xE1070	0x1800E2670	class	java/lang/Boolean
0xE1088	0x1800E2688	signature	Lse/krka/kahlua/j2se/J2SEPlatform;
0xE10B0	0x1800E26B0	member-candidate	platform
0xE10C0	0x1800E26C0	signature	(Ljava/lang/String;)Lzombie/globalObjects/CGlobalObjectSystem;
0xE1100	0x1800E2700	member-candidate	getSystemByName
0xE1110	0x1800E2710	member-candidate	getObjectCount
0xE1120	0x1800E2720	signature	(I)Lzombie/globalObjects/GlobalObject;
0xE1148	0x1800E2748	member-candidate	getObjectByIndex
0xE1160	0x1800E2760	signature	()Lse/krka/kahlua/vm/KahluaTable;
0xE1188	0x1800E2788	member-candidate	newTable
0xE1198	0x1800E2798	signature	(Ljava/lang/Object;Ljava/lang/Object;)V
0xE11C0	0x1800E27C0	member-candidate	rawset
0xE11C8	0x1800E27C8	signature	(Z)Ljava/lang/Boolean;
0xE127C	0x1800E287C	member-candidate	trap
0xE1310	0x1800E2910	member-candidate	pztrainer
0xE131C	0x1800E291C	member-candidate	type
0xE1324	0x1800E2924	member-candidate	item
0xE1330	0x1800E2930	member-candidate	minSize
0xE1338	0x1800E2938	member-candidate	maxSize
0xE1340	0x1800E2940	member-candidate	canBeAlive
0xE134C	0x1800E294C	member-candidate	animal
0xE1378	0x1800E2978	member-candidate	addAnimalDebug
0xE1388	0x1800E2988	member-candidate	removeAnimal
0xE1398	0x1800E2998	member-candidate	sendCommand
0xE1478	0x1800E2A78	class	zombie/input/Mouse
0xE1490	0x1800E2A90	member-candidate	isAiming
0xE14A0	0x1800E2AA0	member-candidate	setRecoilVarX
0xE14B0	0x1800E2AB0	member-candidate	setRecoilVarY
0xE14C0	0x1800E2AC0	member-candidate	getMaxRange
0xE14D0	0x1800E2AD0	member-candidate	getMaxDamage
0xE14E0	0x1800E2AE0	member-candidate	getXA
0xE14E8	0x1800E2AE8	member-candidate	getYA
0xE14F0	0x1800E2AF0	member-candidate	shotgun
0xE1504	0x1800E2B04	member-candidate	vector
0xE150C	0x1800E2B0C	member-candidate	pistol
0xE1518	0x1800E2B18	member-candidate	revolver
0xE1528	0x1800E2B28	member-candidate	handgun
0xE1530	0x1800E2B30	member-candidate	huntingrifle
0xE1540	0x1800E2B40	member-candidate	varmintrifle
0xE1550	0x1800E2B50	member-candidate	sniper
0xE1558	0x1800E2B58	member-candidate	msr7
0xE1564	0x1800E2B64	member-candidate	rifle
0xE1570	0x1800E2B70	member-candidate	carbine
0xE17A0	0x1800E2DA0	member-candidate	Java_zombie_core_physics_Bullet_updateBallisticsMuzzleAimDirection
0xE17F0	0x1800E2DF0	member-candidate	Java_zombie_core_physics_Bullet_updateBallisticsAimReticlePosition
0xE1838	0x1800E2E38	member-candidate	Java_zombie_core_physics_Bullet_getBallisticsTargets
0xE1870	0x1800E2E70	member-candidate	Java_zombie_core_physics_Bullet_getBallisticsCameraTargets
0xE18B0	0x1800E2EB0	member-candidate	Java_zombie_core_physics_Bullet_getBallisticsTargetsSpreadData
0xE18F0	0x1800E2EF0	signature	()Lzombie/iso/Vector3;
0xE1908	0x1800E2F08	member-candidate	getIsoAimingPosition
0xE1920	0x1800E2F20	signature	(FFF)Lzombie/iso/Vector3;
0xE1940	0x1800E2F40	class	zombie/core/physics/BallisticsController
0xE1970	0x1800E2F70	class	zombie/iso/Vector3
0xE1988	0x1800E2F88	class	zombie/iso/Vector2
0xE19A0	0x1800E2FA0	class	zombie/core/raknet/UdpConnection
0xE19C8	0x1800E2FC8	class	zombie/ai/states/SwipeStatePlayer
0xE19F0	0x1800E2FF0	member-candidate	setIsAiming
0xE1A00	0x1800E3000	member-candidate	isForceAim
0xE1A10	0x1800E3010	member-candidate	setForceAim
0xE1A20	0x1800E3020	member-candidate	isCharging
0xE1A30	0x1800E3030	member-candidate	updateBallistics
0xE1A48	0x1800E3048	member-candidate	setAngleFromAim
0xE1A58	0x1800E3058	member-candidate	isAttackStarted
0xE1A68	0x1800E3068	signature	()Lzombie/core/physics/BallisticsController;
0xE1A98	0x1800E3098	member-candidate	getBallisticsController
0xE1AB0	0x1800E30B0	member-candidate	getAimOriginPosX
0xE1AC8	0x1800E30C8	member-candidate	getAimOriginPosY
0xE1AE0	0x1800E30E0	member-candidate	getAimOriginPosZ
0xE1AF8	0x1800E30F8	member-candidate	setForwardDirection
0xE1B10	0x1800E3110	member-candidate	setTargetVerticalAimAngle
0xE1B30	0x1800E3130	member-candidate	setCurrentVerticalAimAngle
0xE1B50	0x1800E3150	member-candidate	setMoveDelta
0xE1B60	0x1800E3160	member-candidate	setMoving
0xE1B70	0x1800E3170	member-candidate	setRunning
0xE1B80	0x1800E3180	member-candidate	setSprinting
0xE1B90	0x1800E3190	member-candidate	isAllowRun
0xE1BA0	0x1800E31A0	member-candidate	setAllowRun
0xE1BB0	0x1800E31B0	member-candidate	isAllowSprint
0xE1BC0	0x1800E31C0	member-candidate	setAllowSprint
0xE1BD0	0x1800E31D0	member-candidate	isIgnoreInputsForDirection
0xE1BF0	0x1800E31F0	member-candidate	setIgnoreInputsForDirection
0xE1C10	0x1800E3210	member-candidate	setForceRun
0xE1C20	0x1800E3220	member-candidate	setForceSprint
0xE1C30	0x1800E3230	member-candidate	isBlockMovement
0xE1C40	0x1800E3240	member-candidate	setBlockMovement
0xE1C58	0x1800E3258	signature	Lzombie/iso/Vector2;
0xE1C70	0x1800E3270	member-candidate	playerMoveDir
0xE1C80	0x1800E3280	signature	()Lzombie/iso/Vector2;
0xE1C98	0x1800E3298	member-candidate	getMoveForwardVec
0xE1CB0	0x1800E32B0	member-candidate	getProjectileSpread
0xE1CC8	0x1800E32C8	member-candidate	setProjectileSpread
0xE1CE0	0x1800E32E0	member-candidate	getHitChance
0xE1CF0	0x1800E32F0	member-candidate	setHitChance
0xE1D00	0x1800E3300	member-candidate	getMinDamage
0xE1D10	0x1800E3310	member-candidate	setMinDamage
0xE1D20	0x1800E3320	member-candidate	setMaxDamage
0xE1D30	0x1800E3330	member-candidate	getAimingTime
0xE1D40	0x1800E3340	member-candidate	setAimingTime
0xE1D50	0x1800E3350	member-candidate	setAimingDelay
0xE1D60	0x1800E3360	member-candidate	setBeenMovingFor
0xE1D78	0x1800E3378	signature	Lzombie/iso/Vector3;
0xE1D90	0x1800E3390	member-candidate	targetPosition
0xE1DA0	0x1800E33A0	signature	(FF)Lzombie/iso/Vector2;
0xE1DC0	0x1800E33C0	signature	Lzombie/core/raknet/UdpConnection;
0xE1DE8	0x1800E33E8	member-candidate	connection
0xE1DF8	0x1800E33F8	member-candidate	getAveragePing
0xE1E08	0x1800E3408	signature	()Lzombie/CombatManager;
0xE1E28	0x1800E3428	signature	()Lzombie/ai/states/SwipeStatePlayer;
0xE1E50	0x1800E3450	signature	()Lzombie/AttackType;
0xE1E68	0x1800E3468	member-candidate	getAttackType
0xE1E78	0x1800E3478	member-candidate	pressedAttack
0xE1E88	0x1800E3488	member-candidate	attackCollisionCheck
0xE21F8	0x1800E37F8	class	org/lwjgl/opengl/GL
0xE2210	0x1800E3810	signature	()Lorg/lwjgl/opengl/GLCapabilities;
0xE2238	0x1800E3838	member-candidate	getCapabilities
0xE2260	0x1800E3860	member-candidate	MatrixPalette
0xE2270	0x1800E3870	member-candidate	FinalScale
0xE2280	0x1800E3880	member-candidate	transform
0xE2290	0x1800E3890	member-candidate	u_color
0xE2298	0x1800E3898	member-candidate	TintColour
0xE22A8	0x1800E38A8	member-candidate	TexturePainColor
0xE22BC	0x1800E38BC	member-candidate	Alpha
0xE22C8	0x1800E38C8	member-candidate	targetDepth
0xE22D8	0x1800E38D8	member-candidate	Texture
0xE22E0	0x1800E38E0	member-candidate	InstTexArr
0xE22F0	0x1800E38F0	member-candidate	TextureDimensions
0xE2308	0x1800E3908	member-candidate	glDrawElements
0xE2318	0x1800E3918	member-candidate	glDrawArrays
0xE2328	0x1800E3928	member-candidate	glDrawRangeElements
0xE2340	0x1800E3940	member-candidate	glDrawElementsInstanced
0xE2358	0x1800E3958	member-candidate	glUniformMatrix4fv
0xE2370	0x1800E3970	member-candidate	glUseProgram
0xE2380	0x1800E3980	member-candidate	glGetUniformfv
0xE2390	0x1800E3990	member-candidate	glGetUniformiv
0xE23A0	0x1800E39A0	member-candidate	glUniform1f
0xE23B0	0x1800E39B0	member-candidate	glUniform3f
0xE23C0	0x1800E39C0	member-candidate	glUniform4f
0xE23D0	0x1800E39D0	member-candidate	glBindVertexArray
0xE23E8	0x1800E39E8	member-candidate	glGenVertexArrays
0xE2400	0x1800E3A00	member-candidate	glBindBuffer
0xE2410	0x1800E3A10	member-candidate	glGetVertexAttribiv
0xE2428	0x1800E3A28	member-candidate	glGetVertexAttribPointerv
0xE2448	0x1800E3A48	member-candidate	glVertexAttribPointer
0xE2460	0x1800E3A60	member-candidate	glEnableVertexAttribArray
0xE2480	0x1800E3A80	member-candidate	glDisableVertexAttribArray
0xE24A0	0x1800E3AA0	member-candidate	glActiveTexture
0xE24B0	0x1800E3AB0	member-candidate	glGetIntegeri_v
0xE24C0	0x1800E3AC0	member-candidate	glBindBufferBase
0xE24D8	0x1800E3AD8	member-candidate	glTexImage3D
0xE24E8	0x1800E3AE8	member-candidate	glTexSubImage3D
0xE2768	0x1800E3D68	member-candidate	getMuzzlePosition
0xE2780	0x1800E3D80	member-candidate	getMuzzleDirection
0xE2794	0x1800E3D94	signature	()[F
0xE27A0	0x1800E3DA0	member-candidate	getCameraTargets
0xE27B8	0x1800E3DB8	member-candidate	getNumberOfCameraTargets
0xE27D8	0x1800E3DD8	member-candidate	Disabled
0xE27E4	0x1800E3DE4	member-candidate	Shaded
0xE27EC	0x1800E3DEC	member-candidate	Solid
0xE27F4	0x1800E3DF4	member-candidate	Glow
0xE2810	0x1800E3E10	member-candidate	Iridescent
0xE282C	0x1800E3E2C	member-candidate	Glossy
0xE283C	0x1800E3E3C	member-candidate	false
0xE2844	0x1800E3E44	member-candidate	true
0xE2BB0	0x1800E41B0	member-candidate	none
0xE2C20	0x1800E4220	member-candidate	ready
0xE2D80	0x1800E4380	member-candidate	unavailable
0xE2FA0	0x1800E45A0	member-candidate	SwapBuffers
0xE3090	0x1800E4690	member-candidate	PreviewAnimationDropdown
0xE30C0	0x1800E46C0	member-candidate	AnimationSelector
0xE30D8	0x1800E46D8	member-candidate	AnimationPopup
0xE30E8	0x1800E46E8	member-candidate	AnimationSelectorHover
0xE3100	0x1800E4700	member-candidate	AnimationItem
0xE31C8	0x1800E47C8	member-candidate	AimTarget3DBackground
0xE31E0	0x1800E47E0	member-candidate	target_point
0xE3280	0x1800E4880	member-candidate	LegitSettingsColumn
0xE32A8	0x1800E48A8	member-candidate	LegitMainCard
0xE3368	0x1800E4968	member-candidate	LegitTuningCard
0xE33D0	0x1800E49D0	member-candidate	LegitTargetColumn
0xE33F8	0x1800E49F8	member-candidate	LegitTargetCard
0xE3408	0x1800E4A08	member-candidate	RageSettingsColumn
0xE3430	0x1800E4A30	member-candidate	RageMainCard
0xE34C8	0x1800E4AC8	member-candidate	RageWeaponCard
0xE3538	0x1800E4B38	member-candidate	RageFireModeCard
0xE3560	0x1800E4B60	member-candidate	RageTargetColumn
0xE3578	0x1800E4B78	member-candidate	RageTargetCard
0xE3588	0x1800E4B88	member-candidate	LegitWeaponSelector
0xE35A0	0x1800E4BA0	member-candidate	RageWeaponSelector
0xE35B8	0x1800E4BB8	member-candidate	selector
0xE35C8	0x1800E4BC8	member-candidate	AnimalPreview
0xE3638	0x1800E4C38	member-candidate	StateTab
0xE3648	0x1800E4C48	member-candidate	StateTabAmount
0xE3658	0x1800E4C58	member-candidate	StateToggle
0xE3668	0x1800E4C68	member-candidate	StateToggleAmount
0xE3680	0x1800E4C80	member-candidate	SaturationValue
