offset_hex	va	kind	value
0xE3690	0x1800E4C90	member-candidate	SvMarkerHover
0xE3700	0x1800E4D00	member-candidate	ColorSwatch
0xE3710	0x1800E4D10	member-candidate	ColorSwatchHover
0xE3750	0x1800E4D50	member-candidate	BehindWall
0xE3770	0x1800E4D70	member-candidate	InView
0xE37C8	0x1800E4DC8	member-candidate	HealthProtection
0xE3888	0x1800E4E88	member-candidate	PlayerResources
0xE3940	0x1800E4F40	member-candidate	HealthStatusColumn
0xE3968	0x1800E4F68	member-candidate	HealthRuntimeStatus
0xE3990	0x1800E4F90	member-candidate	HealthProtocolColumn
0xE39B8	0x1800E4FB8	member-candidate	HealthProtocolStatus
0xE3A78	0x1800E5078	member-candidate	tab_hover
0xE3A88	0x1800E5088	member-candidate	tab_selection
0xE3A98	0x1800E5098	member-candidate	tab_button
0xE3AA8	0x1800E50A8	member-candidate	more_options
0xE3AB8	0x1800E50B8	member-candidate	more_options_hover
0xE3AD0	0x1800E50D0	member-candidate	toggle_hover
0xE3AE0	0x1800E50E0	member-candidate	toggle_value
0xE3AF0	0x1800E50F0	member-candidate	toggle_label
0xE3B00	0x1800E5100	member-candidate	toggle_switch
0xE3B10	0x1800E5110	member-candidate	row_color
0xE3B20	0x1800E5120	member-candidate	disabled_toggle
0xE3B30	0x1800E5130	member-candidate	slider_value
0xE3B40	0x1800E5140	member-candidate	slider_hover
0xE3B50	0x1800E5150	member-candidate	slider_track
0xE3B68	0x1800E5168	member-candidate	SkillRow
0xE3B90	0x1800E5190	member-candidate	SelectedSkillEditor
0xE4080	0x1800E5680	member-candidate	SkillList
0xE4090	0x1800E5690	member-candidate	SkillRows
0xE40C4	0x1800E56C4	member-candidate	space
0xE4250	0x1800E5850	member-candidate	MeshTextureCoords
0xE4418	0x1800E5A18	member-candidate	alnum
0xE4420	0x1800E5A20	member-candidate	alnum
0xE442C	0x1800E5A2C	member-candidate	alpha
0xE4438	0x1800E5A38	member-candidate	alpha
0xE4444	0x1800E5A44	member-candidate	blank
0xE4450	0x1800E5A50	member-candidate	blank
0xE445C	0x1800E5A5C	member-candidate	cntrl
0xE4468	0x1800E5A68	member-candidate	cntrl
0xE447C	0x1800E5A7C	member-candidate	digit
0xE4488	0x1800E5A88	member-candidate	digit
0xE4494	0x1800E5A94	member-candidate	graph
0xE44A0	0x1800E5AA0	member-candidate	graph
0xE44AC	0x1800E5AAC	member-candidate	lower
0xE44B8	0x1800E5AB8	member-candidate	lower
0xE44C4	0x1800E5AC4	member-candidate	print
0xE44D0	0x1800E5AD0	member-candidate	print
0xE44DC	0x1800E5ADC	member-candidate	punct
0xE44E8	0x1800E5AE8	member-candidate	punct
0xE44F8	0x1800E5AF8	member-candidate	space
0xE450C	0x1800E5B0C	member-candidate	upper
0xE4518	0x1800E5B18	member-candidate	upper
0xE452C	0x1800E5B2C	member-candidate	xdigit
0xE4538	0x1800E5B38	member-candidate	xdigit
0xE4A58	0x1800E6058	member-candidate	generic
0xE4A60	0x1800E6060	member-candidate	system
0xE4AF0	0x1800E60F0	member-candidate	Bip01
0xE4AF8	0x1800E60F8	member-candidate	Bip01_R_Finger1
0xE4B08	0x1800E6108	member-candidate	Bip01_BackPack
0xE4B18	0x1800E6118	member-candidate	Bip01_R_Finger0
0xE4B28	0x1800E6128	member-candidate	Bip01_L_Finger1
0xE4B38	0x1800E6138	member-candidate	Bip01_L_Finger0
0xE4B48	0x1800E6148	member-candidate	Bip01_DressBack
0xE4B58	0x1800E6158	member-candidate	Bip01_DressBack02
0xE4B70	0x1800E6170	member-candidate	Bip01_DressFront02
0xE4B88	0x1800E6188	member-candidate	Bip01_DressFront
0xE4BA8	0x1800E61A8	member-candidate	FrameTransformMatrix
0xE4C50	0x1800E6250	member-candidate	Dummy01
0xE4C58	0x1800E6258	member-candidate	SkinWeights
0xE4C78	0x1800E6278	member-candidate	AnimTicksPerSecond
0xE4DA8	0x1800E63A8	class	media/anims_X/Bob
0xE4DD0	0x1800E63D0	class	media/anims_X/Zombie
0xE5250	0x1800E6850	member-candidate	Position
0xE5260	0x1800E6860	member-candidate	TextureInput
0xE5298	0x1800E6898	member-candidate	SourceTexture
0xE52A8	0x1800E68A8	member-candidate	Direction
0xE52E0	0x1800E68E0	member-candidate	glGenFramebuffers
0xE52F8	0x1800E68F8	member-candidate	glBindFramebuffer
0xE5310	0x1800E6910	member-candidate	glFramebufferTexture2D
0xE5328	0x1800E6928	member-candidate	glCheckFramebufferStatus
0xE5348	0x1800E6948	member-candidate	glDeleteFramebuffers
0xE5360	0x1800E6960	member-candidate	glCreateShader
0xE5370	0x1800E6970	member-candidate	glShaderSource
0xE5380	0x1800E6980	member-candidate	glCompileShader
0xE5390	0x1800E6990	member-candidate	glGetShaderiv
0xE53A0	0x1800E69A0	member-candidate	glGetShaderInfoLog
0xE53B8	0x1800E69B8	member-candidate	glDeleteShader
0xE53C8	0x1800E69C8	member-candidate	glCreateProgram
0xE53D8	0x1800E69D8	member-candidate	glAttachShader
0xE53E8	0x1800E69E8	member-candidate	glLinkProgram
0xE53F8	0x1800E69F8	member-candidate	glGetProgramiv
0xE5408	0x1800E6A08	member-candidate	glGetProgramInfoLog
0xE5420	0x1800E6A20	member-candidate	glDeleteProgram
0xE5430	0x1800E6A30	member-candidate	glUniform1i
0xE5440	0x1800E6A40	member-candidate	glUniform2f
0xE5450	0x1800E6A50	member-candidate	glBindAttribLocation
0xE5468	0x1800E6A68	member-candidate	glGenBuffers
0xE5478	0x1800E6A78	member-candidate	glBufferData
0xE5550	0x1800E6B50	member-candidate	Food
0xE5798	0x1800E6D98	member-candidate	item_card
0xE5830	0x1800E6E30	member-candidate	ItemGeneratorControls
0xE5928	0x1800E6F28	member-candidate	ItemCatalog
0xE59F8	0x1800E6FF8	member-candidate	EffectRow
0xE5A08	0x1800E7008	member-candidate	StatRow
0xE5A20	0x1800E7020	member-candidate	EffectEditorControls
0xE5CD0	0x1800E72D0	member-candidate	PlayerEffectEditor
0xE5D20	0x1800E7320	member-candidate	EffectRows
0xE5D48	0x1800E7348	member-candidate	Player3DPreview
0xE5DD0	0x1800E73D0	member-candidate	VehiclePreview
0xE5E28	0x1800E7428	member-candidate	PreviewStateSelector
0xE5E40	0x1800E7440	member-candidate	PreviewState
0xE5E50	0x1800E7450	member-candidate	PreviewStateAmount
0xE5E68	0x1800E7468	member-candidate	ModelEffectDropdown
0xE5E90	0x1800E7490	member-candidate	ModelAdvanced
0xE5EA0	0x1800E74A0	member-candidate	ModelEffectColor
0xE5EB8	0x1800E74B8	member-candidate	EffectSelector
0xE5EC8	0x1800E74C8	member-candidate	EffectPopup
0xE5ED8	0x1800E74D8	member-candidate	EffectSelectorHover
0xE5EF0	0x1800E74F0	member-candidate	EffectItem
0xE5F00	0x1800E7500	member-candidate	EffectItemAmount
0xE5F78	0x1800E7578	member-candidate	AdvancedSettingsGroup
0xE5F90	0x1800E7590	member-candidate	nav_hover
0xE5FA0	0x1800E75A0	member-candidate	nav_selection
0xE5FB0	0x1800E75B0	member-candidate	nav_button
0xE5FBC	0x1800E75BC	member-candidate	Rage
0xE5FC4	0x1800E75C4	member-candidate	Legit
0xE6020	0x1800E7620	member-candidate	Sidebar
0xE6058	0x1800E7658	member-candidate	AimbotNavigation
0xE6070	0x1800E7670	member-candidate	VisualNavigation
0xE60A0	0x1800E76A0	member-candidate	CommonNavigation
0xE60DC	0x1800E76DC	member-candidate	Topbar
0xE60F8	0x1800E76F8	member-candidate	VisualLeft
0xE6120	0x1800E7720	member-candidate	ZombieControls
0xE61B0	0x1800E77B0	member-candidate	VisualPreviewColumn
0xE61D8	0x1800E77D8	member-candidate	ZombiePreviewCard
0xE61F0	0x1800E77F0	member-candidate	PlayerVisualLeft
0xE6220	0x1800E7820	member-candidate	PlayerControls
0xE6258	0x1800E7858	member-candidate	PlayerVisualPreviewColumn
0xE6288	0x1800E7888	member-candidate	PlayerPreviewCard
0xE62A0	0x1800E78A0	member-candidate	AnimalVisualLeft
0xE62D0	0x1800E78D0	member-candidate	AnimalControls
0xE62F8	0x1800E78F8	member-candidate	AnimalVisualPreviewColumn
0xE6328	0x1800E7928	member-candidate	AnimalPreviewCard
0xE6340	0x1800E7940	member-candidate	VehicleVisualLeft
0xE6370	0x1800E7970	member-candidate	VehicleControls
0xE63D0	0x1800E79D0	member-candidate	VehicleVisualPreviewColumn
0xE6400	0x1800E7A00	member-candidate	VehiclePreviewCard
0xE6418	0x1800E7A18	member-candidate	UnavailablePage
0xE6440	0x1800E7A40	member-candidate	Content
0xE6508	0x1800E7B08	member-candidate	WorldVisualEffects
0xE6580	0x1800E7B80	member-candidate	WorldWeatherEffects
0xE65A8	0x1800E7BA8	member-candidate	WeaponRayEffects
0xE65E8	0x1800E7BE8	member-candidate	WeaponRayColor
0xE65F8	0x1800E7BF8	member-candidate	Zombie3DPreview
0xE6670	0x1800E7C70	member-candidate	stb_truetype
0xE6680	0x1800E7C80	member-candidate	Clear
0xE66BC	0x1800E7CBC	member-candidate	Left
0xE66E4	0x1800E7CE4	member-candidate	Middle
0xE66EC	0x1800E7CEC	member-candidate	Right
0xE6830	0x1800E7E30	member-candidate	<unknown>
0xE68A0	0x1800E7EA0	signature	(null)
0xE6A10	0x1800E8010	member-candidate	Unknown
0xE6AC8	0x1800E80C8	signature	(Main menu bar)
0xE6AD8	0x1800E80D8	signature	(Popup)
0xE6AE0	0x1800E80E0	signature	(Untitled)
0xE6B18	0x1800E8118	member-candidate	Window
0xE6C90	0x1800E8290	signature	(Debug Log: Auto-disabled some ImGuiDebugLogFlags after 2 frames)
0xE6F18	0x1800E8518	member-candidate	LeftArrow
0xE6F28	0x1800E8528	member-candidate	RightArrow
0xE6F38	0x1800E8538	member-candidate	UpArrow
0xE6F40	0x1800E8540	member-candidate	DownArrow
0xE6F4C	0x1800E854C	member-candidate	PageUp
0xE6F58	0x1800E8558	member-candidate	PageDown
0xE6F64	0x1800E8564	member-candidate	Home
0xE6F70	0x1800E8570	member-candidate	Insert
0xE6F78	0x1800E8578	member-candidate	Delete
0xE6F80	0x1800E8580	member-candidate	Backspace
0xE6F8C	0x1800E858C	member-candidate	Space
0xE6F94	0x1800E8594	member-candidate	Enter
0xE6F9C	0x1800E859C	member-candidate	Escape
0xE6FA8	0x1800E85A8	member-candidate	LeftCtrl
0xE6FB8	0x1800E85B8	member-candidate	LeftShift
0xE6FC8	0x1800E85C8	member-candidate	LeftAlt
0xE6FD0	0x1800E85D0	member-candidate	LeftSuper
0xE6FE0	0x1800E85E0	member-candidate	RightCtrl
0xE6FF0	0x1800E85F0	member-candidate	RightShift
0xE7000	0x1800E8600	member-candidate	RightAlt
0xE7010	0x1800E8610	member-candidate	RightSuper
0xE701C	0x1800E861C	member-candidate	Menu
0xE7100	0x1800E8700	member-candidate	Apostrophe
0xE710C	0x1800E870C	member-candidate	Comma
0xE7114	0x1800E8714	member-candidate	Minus
0xE711C	0x1800E871C	member-candidate	Period
0xE7124	0x1800E8724	member-candidate	Slash
0xE7130	0x1800E8730	member-candidate	Semicolon
0xE713C	0x1800E873C	member-candidate	Equal
0xE7148	0x1800E8748	member-candidate	LeftBracket
0xE7158	0x1800E8758	member-candidate	Backslash
0xE7168	0x1800E8768	member-candidate	RightBracket
0xE7178	0x1800E8778	member-candidate	GraveAccent
0xE7188	0x1800E8788	member-candidate	CapsLock
0xE7198	0x1800E8798	member-candidate	ScrollLock
0xE71A8	0x1800E87A8	member-candidate	NumLock
0xE71B0	0x1800E87B0	member-candidate	PrintScreen
0xE71BC	0x1800E87BC	member-candidate	Pause
0xE71C8	0x1800E87C8	member-candidate	Keypad0
0xE71D0	0x1800E87D0	member-candidate	Keypad1
0xE71D8	0x1800E87D8	member-candidate	Keypad2
0xE71E0	0x1800E87E0	member-candidate	Keypad3
0xE71E8	0x1800E87E8	member-candidate	Keypad4
0xE71F0	0x1800E87F0	member-candidate	Keypad5
0xE71F8	0x1800E87F8	member-candidate	Keypad6
0xE7200	0x1800E8800	member-candidate	Keypad7
0xE7208	0x1800E8808	member-candidate	Keypad8
0xE7210	0x1800E8810	member-candidate	Keypad9
0xE7218	0x1800E8818	member-candidate	KeypadDecimal
0xE7228	0x1800E8828	member-candidate	KeypadDivide
0xE7238	0x1800E8838	member-candidate	KeypadMultiply
0xE7248	0x1800E8848	member-candidate	KeypadSubtract
0xE7258	0x1800E8858	member-candidate	KeypadAdd
0xE7268	0x1800E8868	member-candidate	KeypadEnter
0xE7278	0x1800E8878	member-candidate	KeypadEqual
0xE7288	0x1800E8888	member-candidate	AppBack
0xE7290	0x1800E8890	member-candidate	AppForward
0xE729C	0x1800E889C	member-candidate	Oem102
0xE72A8	0x1800E88A8	member-candidate	GamepadStart
0xE72B8	0x1800E88B8	member-candidate	GamepadBack
0xE72C8	0x1800E88C8	member-candidate	GamepadFaceLeft
0xE72D8	0x1800E88D8	member-candidate	GamepadFaceRight
0xE72F0	0x1800E88F0	member-candidate	GamepadFaceUp
0xE7300	0x1800E8900	member-candidate	GamepadFaceDown
0xE7310	0x1800E8910	member-candidate	GamepadDpadLeft
0xE7320	0x1800E8920	member-candidate	GamepadDpadRight
0xE7338	0x1800E8938	member-candidate	GamepadDpadUp
0xE7348	0x1800E8948	member-candidate	GamepadDpadDown
0xE7358	0x1800E8958	member-candidate	GamepadL1
0xE7368	0x1800E8968	member-candidate	GamepadR1
0xE7378	0x1800E8978	member-candidate	GamepadL2
0xE7388	0x1800E8988	member-candidate	GamepadR2
0xE7398	0x1800E8998	member-candidate	GamepadL3
0xE73A8	0x1800E89A8	member-candidate	GamepadR3
0xE73B8	0x1800E89B8	member-candidate	GamepadLStickLeft
0xE73D0	0x1800E89D0	member-candidate	GamepadLStickRight
0xE73E8	0x1800E89E8	member-candidate	GamepadLStickUp
0xE73F8	0x1800E89F8	member-candidate	GamepadLStickDown
0xE7410	0x1800E8A10	member-candidate	GamepadRStickLeft
0xE7428	0x1800E8A28	member-candidate	GamepadRStickRight
0xE7440	0x1800E8A40	member-candidate	GamepadRStickUp
0xE7450	0x1800E8A50	member-candidate	GamepadRStickDown
0xE7468	0x1800E8A68	member-candidate	MouseLeft
0xE7478	0x1800E8A78	member-candidate	MouseRight
0xE7488	0x1800E8A88	member-candidate	MouseMiddle
0xE7498	0x1800E8A98	member-candidate	MouseX1
0xE74A0	0x1800E8AA0	member-candidate	MouseX2
0xE74A8	0x1800E8AA8	member-candidate	MouseWheelX
0xE74B8	0x1800E8AB8	member-candidate	MouseWheelY
0xE74C8	0x1800E8AC8	member-candidate	ModCtrl
0xE74D0	0x1800E8AD0	member-candidate	ModShift
0xE74DC	0x1800E8ADC	member-candidate	ModAlt
0xE74E8	0x1800E8AE8	member-candidate	ModSuper
0xE74F4	0x1800E8AF4	member-candidate	None
0xE7644	0x1800E8C44	member-candidate	NULL
0xE7670	0x1800E8C70	member-candidate	Mouse
0xE7678	0x1800E8C78	member-candidate	TouchScreen
0xE7688	0x1800E8C88	signature	[io] %s: MousePos (-FLT_MAX, -FLT_MAX)
0xE76B0	0x1800E8CB0	signature	[io] %s: MousePos (%.1f, %.1f) (%s)
0xE76D8	0x1800E8CD8	member-candidate	Down
0xE76E8	0x1800E8CE8	signature	[io] %s: MouseButton %d %s (%s)
0xE7710	0x1800E8D10	signature	[io] %s: MouseWheel (%.3f, %.3f) (%s)
0xE7750	0x1800E8D50	signature	[io] %s: Text: %c (U+%08X)
0xE7788	0x1800E8D88	member-candidate	Processed
0xE7798	0x1800E8D98	member-candidate	Remaining
0xE79C0	0x1800E8FC0	signature	[imgui-error] (current settings: Assert=%d, Log=%d, Tooltip=%d)
0xE7A48	0x1800E9048	signature	(and more errors)
0xE7D18	0x1800E9318	signature	"[popup] OpenPopup(""%s"" -> 0x%08X)"
0xE7D40	0x1800E9340	signature	[popup] OpenPopupEx(0x%08X)
0xE7D60	0x1800E9360	member-candidate	<NULL>
0xE7D68	0x1800E9368	signature	"[popup] ClosePopupsOverWindow(""%s"")"
0xE7EB8	0x1800E94B8	signature	"[focus] SetNavWindow(""%s"")"
0xE7ED8	0x1800E94D8	signature	"[focus] NavRestoreLayer: from ""%s"" to SetNavWindow(""%s"")"
0xE80A0	0x1800E96A0	signature	"[focus] NavMoveRequest: SetNavWindow(""%s"")"
0xE8118	0x1800E9718	signature	[nav] NavUpdateCancelRequest()
0xE8178	0x1800E9778	signature	[dragdrop] ClearDragDrop()
0xE8240	0x1800E9840	member-candidate	open
0xE824C	0x1800E984C	member-candidate	cmap
0xE8254	0x1800E9854	member-candidate	head
0xE825C	0x1800E985C	member-candidate	loca
0xE8264	0x1800E9864	member-candidate	hhea
0xE826C	0x1800E986C	member-candidate	glyf
0xE8274	0x1800E9874	member-candidate	kern
0xE827C	0x1800E987C	member-candidate	hmtx
0xE8284	0x1800E9884	member-candidate	GPOS
0xE87A0	0x1800E9DA0	member-candidate	<Unknown>
0xE88B4	0x1800E9EB4	member-candidate	Table
0xE8980	0x1800E9F80	member-candidate	double
0xE8988	0x1800E9F88	member-candidate	float
0xE8990	0x1800E9F90	member-candidate	bool
0xE89AC	0x1800E9FAC	member-candidate	Color
0xE89B8	0x1800E9FB8	signature	[selection] %s: Request: SetAll %d (= %s)
0xE89E8	0x1800E9FE8	member-candidate	SelectAll
0xE8A00	0x1800EA000	signature	[selection] %s: Request: SetRange %I64d..%I64d (0x%I64X..0x%I64X) = %d (dir %d)
0xE8AE8	0x1800EA0E8	member-candidate	EndMultiSelect
0xE8BB8	0x1800EA1B8	member-candidate	imgui_impl_win32
0xE8C10	0x1800EA210	member-candidate	XInputGetState
0xE8C20	0x1800EA220	member-candidate	XInputGetCapabilities
0xE8C50	0x1800EA250	member-candidate	wglGetProcAddress
0xE8C68	0x1800EA268	member-candidate	glBindTexture
0xE8C78	0x1800EA278	member-candidate	glBindSampler
0xE8C88	0x1800EA288	member-candidate	glBlendEquationSeparate
0xE8CA0	0x1800EA2A0	member-candidate	glBlendEquation
0xE8CB0	0x1800EA2B0	member-candidate	glBufferSubData
0xE8CC0	0x1800EA2C0	member-candidate	glBlendFuncSeparate
0xE8CD8	0x1800EA2D8	member-candidate	glClearColor
0xE8CE8	0x1800EA2E8	member-candidate	glClear
0xE8CF0	0x1800EA2F0	member-candidate	glDeleteSamplers
0xE8D08	0x1800EA308	member-candidate	glDeleteBuffers
0xE8D18	0x1800EA318	member-candidate	glDeleteVertexArrays
0xE8D30	0x1800EA330	member-candidate	glDeleteTextures
0xE8D48	0x1800EA348	member-candidate	glDisable
0xE8D58	0x1800EA358	member-candidate	glDetachShader
0xE8D68	0x1800EA368	member-candidate	glEnable
0xE8D78	0x1800EA378	member-candidate	glDrawElementsBaseVertex
0xE8D98	0x1800EA398	member-candidate	glGenSamplers
0xE8DA8	0x1800EA3A8	member-candidate	glFlush
0xE8DB0	0x1800EA3B0	member-candidate	glGetError
0xE8DC0	0x1800EA3C0	member-candidate	glGenTextures
0xE8DD0	0x1800EA3D0	member-candidate	glGetString
0xE8DE0	0x1800EA3E0	member-candidate	glGetIntegerv
0xE8DF0	0x1800EA3F0	member-candidate	glIsEnabled
0xE8E00	0x1800EA400	member-candidate	glGetStringi
0xE8E10	0x1800EA410	member-candidate	glPixelStorei
0xE8E20	0x1800EA420	member-candidate	glIsProgram
0xE8E30	0x1800EA430	member-candidate	glReadPixels
0xE8E40	0x1800EA440	member-candidate	glPolygonMode
0xE8E50	0x1800EA450	member-candidate	glScissor
0xE8E60	0x1800EA460	member-candidate	glSamplerParameteri
0xE8E78	0x1800EA478	member-candidate	glTexParameteri
0xE8E88	0x1800EA488	member-candidate	glTexImage2D
0xE8E98	0x1800EA498	member-candidate	glViewport
0xE8EA8	0x1800EA4A8	member-candidate	glTexSubImage2D
0xE8EB8	0x1800EA4B8	member-candidate	imgui_impl_opengl3
0xE8EF8	0x1800EA4F8	member-candidate	GL_ARB_clip_control
0xE9740	0x1800EAD40	member-candidate	ProjMtx
0xEB548	0x1800ECB48	member-candidate	GCTL
0xF2FF4	0x1800F45F4	member-candidate	R8P8L
0xFB24A	0x1800FC84A	member-candidate	wglGetProcAddress
0xFB25E	0x1800FC85E	member-candidate	glViewport
0xFB26C	0x1800FC86C	member-candidate	glBindTexture
0xFB27C	0x1800FC87C	member-candidate	glGenTextures
0xFB28C	0x1800FC88C	member-candidate	glEnable
0xFB298	0x1800FC898	member-candidate	glDepthMask
0xFB2A6	0x1800FC8A6	member-candidate	glScissor
0xFB2B2	0x1800FC8B2	member-candidate	glBlendFunc
0xFB2C0	0x1800FC8C0	member-candidate	glTexParameteri
0xFB2D2	0x1800FC8D2	member-candidate	glGetBooleanv
0xFB2E2	0x1800FC8E2	member-candidate	glIsEnabled
0xFB2F0	0x1800FC8F0	member-candidate	glDisable
0xFB2FC	0x1800FC8FC	member-candidate	glGetIntegerv
0xFB30C	0x1800FC90C	member-candidate	glTexImage2D
0xFB31C	0x1800FC91C	member-candidate	glDeleteTextures
0xFB330	0x1800FC930	member-candidate	glPolygonMode
0xFB340	0x1800FC940	member-candidate	glCopyTexSubImage2D
0xFB356	0x1800FC956	member-candidate	glDrawArrays
0xFB374	0x1800FC974	member-candidate	SetCursorPos
0xFB384	0x1800FC984	member-candidate	GetClientRect
0xFB394	0x1800FC994	member-candidate	GetForegroundWindow
0xFB3AA	0x1800FC9AA	member-candidate	ClientToScreen
0xFB3BC	0x1800FC9BC	member-candidate	GetWindowThreadProcessId
0xFB3D8	0x1800FC9D8	member-candidate	WindowFromDC
0xFB3E8	0x1800FC9E8	member-candidate	SetWindowLongPtrW
0xFB3FC	0x1800FC9FC	member-candidate	CallWindowProcW
0xFB40E	0x1800FCA0E	member-candidate	SetClipboardData
0xFB422	0x1800FCA22	member-candidate	GetClipboardData
0xFB436	0x1800FCA36	member-candidate	EmptyClipboard
0xFB448	0x1800FCA48	member-candidate	CloseClipboard
0xFB45A	0x1800FCA5A	member-candidate	OpenClipboard
0xFB46A	0x1800FCA6A	member-candidate	GetCursorPos
0xFB47A	0x1800FCA7A	member-candidate	ReleaseCapture
0xFB48C	0x1800FCA8C	member-candidate	IsWindowUnicode
0xFB49E	0x1800FCA9E	member-candidate	SetCursor
0xFB4AA	0x1800FCAAA	member-candidate	SetCapture
0xFB4B8	0x1800FCAB8	member-candidate	LoadCursorW
0xFB4C6	0x1800FCAC6	member-candidate	GetKeyboardLayout
0xFB4DA	0x1800FCADA	member-candidate	TrackMouseEvent
0xFB4EC	0x1800FCAEC	member-candidate	GetCapture
0xFB4FA	0x1800FCAFA	member-candidate	ScreenToClient
0xFB50C	0x1800FCB0C	member-candidate	GetMessageExtraInfo
0xFB522	0x1800FCB22	member-candidate	GetKeyState
0xFB53C	0x1800FCB3C	member-candidate	CoUninitialize
0xFB54E	0x1800FCB4E	member-candidate	CoCreateInstance
0xFB562	0x1800FCB62	member-candidate	CoInitializeEx
0xFB57E	0x1800FCB7E	member-candidate	DisableThreadLibraryCalls
0xFB59A	0x1800FCB9A	member-candidate	GetProcAddress
0xFB5AC	0x1800FCBAC	member-candidate	GetModuleHandleW
0xFB5C0	0x1800FCBC0	member-candidate	GetCurrentProcessId
0xFB5D6	0x1800FCBD6	member-candidate	GetTickCount64
0xFB5E8	0x1800FCBE8	member-candidate	SetLastError
0xFB5F8	0x1800FCBF8	member-candidate	WriteFile
0xFB604	0x1800FCC04	member-candidate	OutputDebugStringA
0xFB61A	0x1800FCC1A	member-candidate	GetModuleFileNameW
0xFB630	0x1800FCC30	member-candidate	CreateFileW
0xFB63E	0x1800FCC3E	member-candidate	Sleep
0xFB646	0x1800FCC46	member-candidate	GetLastError
0xFB656	0x1800FCC56	member-candidate	CloseHandle
0xFB664	0x1800FCC64	member-candidate	CreateThread
0xFB674	0x1800FCC74	member-candidate	MultiByteToWideChar
0xFB68A	0x1800FCC8A	member-candidate	GlobalAlloc
0xFB698	0x1800FCC98	member-candidate	GlobalFree
0xFB6A6	0x1800FCCA6	member-candidate	GlobalLock
0xFB6B4	0x1800FCCB4	member-candidate	WideCharToMultiByte
0xFB6CA	0x1800FCCCA	member-candidate	GlobalUnlock
0xFB6DA	0x1800FCCDA	member-candidate	GetLocaleInfoA
0xFB6EC	0x1800FCCEC	member-candidate	LoadLibraryA
0xFB6FC	0x1800FCCFC	member-candidate	QueryPerformanceFrequency
0xFB718	0x1800FCD18	member-candidate	FreeLibrary
